YEAR,FIPS,PERSONS,FARMS,FARM_CHANGE,FARM_PCT_CHANGE
2017,08063,2132,574,-130,-0.1846590909090909
2017,08065,108,33,10,0.43478260869565216
2017,08067,3439,1093,-31,-0.027580071174377226
2017,08069,6382,2043,418,0.2572307692307692
2017,08071,1625,549,-53,-0.08803986710963455
2017,08073,1753,489,25,0.05387931034482758
2017,08075,2841,861,-30,-0.03367003367003367
2017,08077,7517,2465,201,0.0887809187279152
2017,08079,72,19,5,0.35714285714285715
2017,08081,1462,462,-30,-0.06097560975609756
2017,08083,3291,1123,-15,-0.013181019332161687
2017,08085,3248,1135,7,0.0062056737588652485
2017,08087,2750,740,-14,-0.01856763925729443
2017,08089,1461,444,-97,-0.17929759704251386
2017,08091,301,122,14,0.12962962962962962
2017,08093,785,278,69,0.33014354066985646
2017,08095,1228,326,7,0.0219435736677116
2017,08097,367,112,30,0.36585365853658536
2017,08099,1520,472,-81,-0.14647377938517178
2017,08101,2595,839,-55,-0.06152125279642058
2017,08103,1013,320,7,0.022364217252396165
2017,08105,1060,321,-56,-0.14854111405835543
2017,08107,2703,887,88,0.11013767209011265
2017,08109,952,288,11,0.039711191335740074
2017,08113,369,133,-2,-0.014814814814814815
2017,08115,698,212,-14,-0.061946902654867256
2017,08117,295,55,17,0.4473684210526316
2017,08119,467,159,36,0.2926829268292683
2017,08121,2465,757,-67,-0.08131067961165049
2017,08123,13489,4062,537,0.1523404255319149
2017,08125,2697,774,-60,-0.07194244604316546
2017,09001,1249,402,-37,-0.08428246013667426
2017,09003,2747,786,-113,-0.12569521690767518
2017,09005,3750,1217,10,0.008285004142502071
2017,09007,1415,441,-77,-0.14864864864864866
2017,09009,2399,686,-9,-0.012949640287769784
2017,09011,2705,823,-126,-0.1327713382507903
2017,09013,1657,520,-58,-0.10034602076124567
2017,09015,2012,646,-46,-0.06647398843930635
2017,10001,2900,822,-41,-0.047508690614136734
2017,10003,1098,361,-13,-0.034759358288770054
2017,10005,3763,1119,-95,-0.07825370675453047
2017,12001,4662,1611,-51,-0.030685920577617327
2017,12003,988,328,-53,-0.13910761154855644
2017,12005,544,190,75,0.6521739130434783
2017,12007,1418,490,20,0.0425531914893617
2017,12009,1583,522,9,0.017543859649122806
2017,12011,2205,640,25,0.04065040650406504
2017,12013,805,289,71,0.3256880733944954
2017,12015,935,306,22,0.07746478873239436
2017,12017,1915,609,50,0.08944543828264759
2017,12019,992,361,-42,-0.10421836228287841
2017,12021,1046,322,3,0.009404388714733543
2017,12023,3088,979,34,0.03597883597883598
2017,12027,2421,761,-75,-0.08971291866028708
2017,12029,668,235,31,0.15196078431372548
2017,12031,1096,366,14,0.03977272727272727
2017,12033,1843,649,-80,-0.10973936899862825
2017,12035,398,116,-2,-0.01694915254237288
2017,12037,40,15,-5,-0.25
2017,12039,1516,522,120,0.29850746268656714
2017,12041,1685,565,-16,-0.027538726333907058
2017,12043,1054,354,23,0.06948640483383686
2017,12045,166,46,12,0.35294117647058826
2017,12047,1089,338,46,0.15753424657534246
2017,12049,3541,1038,56,0.05702647657841141
2017,12051,1539,436,30,0.07389162561576355
2017,12053,2162,747,-52,-0.06508135168961202
2017,12055,3156,989,20,0.02063983488132095
2017,12057,7140,2265,-201,-0.08150851581508516
2017,12059,1992,721,-80,-0.09987515605493133
2017,12061,1511,450,-11,-0.02386117136659436
2017,12063,3589,1154,-6,-0.005172413793103448
2017,12065,1645,592,-25,-0.04051863857374392
2017,12067,924,257,36,0.16289592760180996
2017,12069,5318,1703,-81,-0.04540358744394619
2017,12071,2582,800,-44,-0.052132701421800945
2017,12073,936,325,41,0.1443661971830986
2017,12075,3163,1058,5,0.004748338081671415
2017,12077,302,111,31,0.3875
2017,12079,1851,669,0,0
2017,12081,2540,753,64,0.09288824383164006
2017,12083,11003,3985,115,0.029715762273901807
2017,12085,1885,594,7,0.01192504258943782
2017,12086,9408,2752,-202,-0.06838185511171294
2017,12087,191,40,12,0.42857142857142855
2017,12089,1059,373,-71,-0.15990990990990991
2017,12091,1406,481,4,0.008385744234800839
2017,12093,1891,599,-79,-0.11651917404129794
2017,12095,2066,622,-40,-0.06042296072507553
2017,12097,1387,392,27,0.07397260273972603
2017,12099,4077,1298,-111,-0.07877927608232789
2017,12101,3720,1165,100,0.09389671361502347
2017,12103,395,148,30,0.2542372881355932
2017,12105,6771,2080,-335,-0.13871635610766045
2017,12107,1633,564,134,0.3116279069767442
2017,12109,806,253,65,0.34574468085106386
2017,12111,1587,415,9,0.022167487684729065
2017,12113,2147,699,33,0.04954954954954955
2017,12115,1026,292,9,0.03180212014134275
2017,12117,1178,403,91,0.2916666666666667
2017,12119,3741,1307,-60,-0.043891733723482075
2017,12121,3360,1079,-187,-0.14770932069510267
2017,12123,615,240,59,0.3259668508287293
2017,12125,983,308,17,0.058419243986254296
2017,12127,4927,1575,212,0.15553925165077037
2017,12129,623,209,38,0.2222222222222222
2017,12131,1719,598,-72,-0.10746268656716418
2017,12133,1268,437,31,0.07635467980295567
2017,13001,1696,548,73,0.15368421052631578
2017,13003,683,215,21,0.10824742268041238
2017,13005,969,273,5,0.018656716417910446
2017,13007,426,147,-3,-0.02
2017,13009,372,139,15,0.12096774193548387
2017,13011,1420,463,-56,-0.10789980732177264
2017,13013,931,288,-16,-0.05263157894736842
2017,13015,1403,469,11,0.024017467248908297
2017,13017,610,217,8,0.03827751196172249
2017,13019,1119,349,-31,-0.08157894736842106
2017,13021,266,98,-15,-0.13274336283185842
2017,13023,723,231,12,0.0547945205479452
2017,13025,694,235,20,0.09302325581395349
2017,13027,1086,360,-4,-0.01098901098901099
2017,13029,251,95,35,0.5833333333333334
2017,13031,1485,478,-66,-0.1213235294117647
2017,13033,1694,467,74,0.18829516539440203
2017,13035,519,173,33,0.2357142857142857
2017,13037,532,169,18,0.11920529801324503
2017,13039,153,47,-22,-0.3188405797101449
2017,13043,588,197,-41,-0.1722689075630252
2017,13045,2506,867,-42,-0.0462046204620462
2017,13047,762,250,-19,-0.07063197026022305
2017,13049,361,120,36,0.42857142857142855
2017,13051,197,67,32,0.9142857142857143
2017,13053,39,12,-1,-0.07692307692307693
2017,13055,1080,323,31,0.10616438356164383
2017,13057,1336,430,0,0
2017,13059,354,91,1,0.011111111111111112
2017,13061,231,67,-3,-0.04285714285714286
2017,13063,60,19,-4,-0.17391304347826086
2017,13065,387,113,33,0.4125
2017,13067,334,116,6,0.05454545454545454
2017,13069,2024,608,21,0.03577512776831346
2017,13071,1742,498,14,0.028925619834710745
2017,13073,689,183,38,0.2620689655172414
2017,13075,785,239,5,0.021367521367521368
2017,13077,1217,368,11,0.03081232492997199
2017,13079,665,192,37,0.23870967741935484
2017,13081,815,236,-8,-0.03278688524590164
2017,13083,531,198,6,0.03125
2017,13085,586,192,10,0.054945054945054944
2017,13087,1050,337,-21,-0.05865921787709497
2017,13089,88,34,9,0.36
2017,13091,1122,391,-10,-0.02493765586034913
2017,13093,1058,297,7,0.02413793103448276
2017,13095,359,110,-11,-0.09090909090909091
2017,13097,285,93,-24,-0.20512820512820512
2017,13099,1029,321,-13,-0.038922155688622756
2017,13101,240,66,26,0.65
2017,13103,752,254,68,0.3655913978494624
2017,13105,1291,453,42,0.10218978102189781
2017,13107,1426,465,27,0.06164383561643835
2017,13109,418,143,-59,-0.29207920792079206
2017,13111,636,211,13,0.06565656565656566
2017,13113,429,148,22,0.1746031746031746
2017,13115,1731,547,-12,-0.02146690518783542
2017,13117,971,291,-20,-0.06430868167202572
2017,13119,2324,753,-22,-0.02838709677419355
2017,13121,731,195,8,0.0427807486631016
2017,13123,1052,330,34,0.11486486486486487
2017,13125,268,76,-20,-0.20833333333333334
2017,13127,177,53,0,0
2017,13129,2442,740,69,0.10283159463487332
2017,13131,1233,415,-56,-0.11889596602972399
2017,13133,668,248,55,0.2849740932642487
2017,13135,538,177,-2,-0.0111731843575419
2017,13137,1126,379,-43,-0.1018957345971564
2017,13139,1812,551,-71,-0.11414790996784566
2017,13141,433,145,12,0.09022556390977443
2017,13143,1054,321,22,0.07357859531772576
2017,13145,898,289,37,0.14682539682539683
2017,13147,1715,516,-68,-0.11643835616438356
2017,13149,763,227,59,0.35119047619047616
2017,13151,817,240,-14,-0.05511811023622047
2017,13153,844,277,51,0.22566371681415928
2017,13155,977,348,-25,-0.06702412868632708
2017,13157,2409,734,-40,-0.05167958656330749
2017,13159,849,251,12,0.0502092050209205
2017,13161,613,197,5,0.026041666666666668
2017,13163,984,318,-40,-0.11173184357541899
2017,13165,651,210,-14,-0.0625
2017,13167,917,284,29,0.11372549019607843
2017,13169,529,165,-10,-0.05714285714285714
2017,13171,714,220,-32,-0.12698412698412698
2017,13173,404,103,17,0.19767441860465115
2017,13175,1707,626,-68,-0.09798270893371758
2017,13177,726,206,14,0.07291666666666667
2017,13179,219,69,23,0.5
2017,13181,291,104,-46,-0.30666666666666664
2017,13183,294,85,18,0.26865671641791045
2017,13185,1246,380,-31,-0.07542579075425791
2017,13187,738,240,20,0.09090909090909091
2017,13189,837,269,61,0.2932692307692308
2017,13191,91,32,-24,-0.42857142857142855
2017,13193,1144,339,60,0.21505376344086022
2017,13195,2021,673,-72,-0.09664429530201342
2017,13197,646,222,19,0.09359605911330049
2017,13199,1188,344,49,0.16610169491525423
2017,13201,457,144,-39,-0.21311475409836064
2017,13205,1416,425,-18,-0.040632054176072234
2017,13207,742,219,36,0.19672131147540983
2017,13209,535,179,-50,-0.2183406113537118
2017,13211,1680,513,-59,-0.10314685314685315
2017,13213,814,278,-42,-0.13125
2017,13215,181,37,15,0.6818181818181818
2017,13217,888,292,7,0.02456140350877193
2017,13219,1082,329,-46,-0.12266666666666666
2017,13221,1485,427,21,0.05172413793103448
2017,13223,700,212,70,0.49295774647887325
2017,13225,652,228,38,0.2
2017,13227,787,258,-4,-0.015267175572519083
2017,13229,1181,352,-4,-0.011235955056179775
2017,13231,937,286,-10,-0.033783783783783786
2017,13233,1239,401,48,0.1359773371104816
2017,13235,548,189,13,0.07386363636363637
2017,13237,503,186,21,0.12727272727272726
2017,13239,118,37,16,0.7619047619047619
2017,13241,426,135,21,0.18421052631578946
2017,13243,524,153,-44,-0.2233502538071066
2017,13245,352,118,-5,-0.04065040650406504
2017,13247,190,74,-29,-0.2815533980582524
2017,13249,329,89,-3,-0.03260869565217391
2017,13251,1120,352,8,0.023255813953488372
2017,13253,456,157,8,0.053691275167785234
2017,13255,630,225,-33,-0.12790697674418605
2017,13257,666,227,9,0.04128440366972477
2017,13259,321,104,-4,-0.037037037037037035
2017,13261,1193,371,2,0.005420054200542005
2017,13263,346,102,12,0.13333333333333333
2017,13265,134,48,-7,-0.12727272727272726
2017,13267,1653,547,-18,-0.03185840707964602
2017,13269,731,224,0,0
2017,13271,751,255,-45,-0.15
2017,13273,734,256,8,0.03225806451612903
2017,13275,1369,408,1,0.002457002457002457
2017,13277,1119,306,21,0.07368421052631578
2017,13279,1006,320,52,0.19402985074626866
2017,13281,287,105,-4,-0.03669724770642202
2017,13283,449,148,-1,-0.006711409395973154
2017,13285,901,261,49,0.23113207547169812
2017,13287,787,246,-16,-0.061068702290076333
2017,13289,373,116,8,0.07407407407407407
2017,13291,723,251,2,0.008032128514056224
2017,13293,752,235,-61,-0.20608108108108109
2017,13295,1972,624,96,0.18181818181818182
2017,13297,1312,437,-40,-0.08385744234800839
2017,13299,728,248,-32,-0.11428571428571428
2017,13301,381,135,1,0.007462686567164179
2017,13303,1140,383,-25,-0.061274509803921566
2017,13305,917,316,29,0.10104529616724739
2017,13307,381,109,7,0.06862745098039216
2017,13309,353,143,7,0.051470588235294115
2017,13311,951,301,2,0.006688963210702341
2017,13313,1171,386,8,0.021164021164021163
2017,13315,911,287,-78,-0.2136986301369863
2017,13317,960,277,-40,-0.12618296529968454
2017,13319,492,140,26,0.22807017543859648
2017,13321,1416,469,-18,-0.03696098562628337
2017,15001,12159,4220,-62,-0.014479215319943952
2017,15003,3325,927,-72,-0.07207207207207207
2017,15007,2508,773,182,0.3079526226734349
2017,15009,4346,1408,280,0.24822695035460993
2017,16001,4310,1304,71,0.0575831305758313
2017,16003,723,232,-2,-0.008547008547008548
2017,16005,2617,757,-62,-0.0757020757020757
2017,16007,1510,395,-98,-0.19878296146044624
2017,16009,941,288,14,0.051094890510948905
2017,16011,4976,1177,-88,-0.06956521739130435
2017,16013,616,190,4,0.021505376344086023
2017,16015,241,90,-15,-0.14285714285714285
2017,16017,3712,1213,527,0.7682215743440233
2017,16019,3970,1109,216,0.24188129899216126
2017,16021,1234,348,-22,-0.05945945945945946
2017,16023,726,189,-25,-0.11682242990654206
2017,16025,452,151,37,0.32456140350877194
2017,16027,8122,2289,-42,-0.018018018018018018
2017,16029,1677,411,-25,-0.05733944954128441
2017,16031,2649,585,-83,-0.12425149700598802
2017,16033,275,68,-4,-0.05555555555555555
2017,16035,907,312,56,0.21875
2017,16037,831,267,-5,-0.01838235294117647
2017,16039,1145,340,-9,-0.025787965616045846
2017,16041,3560,787,-47,-0.05635491606714628
2017,16043,2031,513,-88,-0.1464226289517471
2017,16045,2595,860,30,0.03614457831325301
2017,16047,1845,538,-58,-0.09731543624161074
2017,16049,2305,708,-23,-0.03146374829001368
2017,16051,2986,750,-26,-0.03350515463917526
2017,16053,1766,486,-74,-0.13214285714285715
2017,16055,3236,1073,249,0.30218446601941745
2017,16057,3350,1041,-12,-0.011396011396011397
2017,16059,1145,351,1,0.002857142857142857
2017,16061,565,197,-19,-0.08796296296296297
2017,16063,1059,276,-34,-0.10967741935483871
2017,16065,2119,454,-18,-0.038135593220338986
2017,16067,2201,620,-2,-0.003215434083601286
2017,16069,1433,446,16,0.037209302325581395
2017,16071,1645,422,-81,-0.1610337972166998
2017,16073,1975,565,-13,-0.02249134948096886
2017,16075,2329,640,-15,-0.022900763358778626
2017,16077,1286,295,-13,-0.04220779220779221
2017,16079,131,48,12,0.3333333333333333
2017,16081,1070,277,-14,-0.048109965635738834
2017,16083,4224,1211,-83,-0.06414219474497682
2017,16085,536,188,71,0.6068376068376068
2017,16087,1726,535,-24,-0.04293381037567084
2017,17001,4554,1308,10,0.007704160246533128
2017,17003,421,126,-18,-0.125
2017,17005,2030,637,-24,-0.036308623298033284
2017,17007,1393,457,-22,-0.04592901878914405
2017,17009,1369,419,6,0.014527845036319613
2017,17011,3501,1038,-18,-0.017045454545454544
2017,17013,1478,474,-4,-0.008368200836820083
2017,17015,1952,627,-16,-0.024883359253499222
2017,17017,1338,429,-17,-0.03811659192825112
2017,17019,3919,1214,-98,-0.07469512195121951
2017,17021,2611,794,-22,-0.02696078431372549
2017,17023,2345,733,56,0.0827178729689808
2017,17025,2395,732,-42,-0.05426356589147287
2017,17027,2876,831,-84,-0.09180327868852459
2017,17029,2383,701,-3,-0.004261363636363636
2017,17031,732,182,55,0.4330708661417323
2017,17033,1705,566,-33,-0.05509181969949917
2017,17035,2378,724,-9,-0.01227830832196453
2017,17037,2526,779,-101,-0.11477272727272728
2017,17039,1552,504,-7,-0.0136986301369863
2017,17041,2199,600,-135,-0.1836734693877551
2017,17043,267,77,3,0.04054054054054054
2017,17045,2037,637,-36,-0.05349182763744428
2017,17047,1032,291,-74,-0.20273972602739726
2017,17049,4280,1193,-109,-0.0837173579109063
2017,17051,4179,1239,-1,-8.064516129032258e-4
2017,17053,1898,564,18,0.03296703296703297
2017,17055,1919,596,-115,-0.1617440225035162
2017,17057,3099,973,3,0.003092783505154639
2017,17059,569,165,-38,-0.18719211822660098
2017,17061,2807,733,44,0.06386066763425254
2017,17063,1449,412,-19,-0.04408352668213457
2017,17065,1720,552,-143,-0.20575539568345325
2017,17067,3750,1109,19,0.01743119266055046
2017,17069,434,161,11,0.07333333333333333
2017,17071,1318,438,42,0.10606060606060606
2017,17073,4290,1353,-20,-0.014566642388929352
2017,17075,5102,1516,46,0.031292517006802724
2017,17077,2635,772,-11,-0.0140485312899106
2017,17079,3143,913,3,0.0032967032967032967
2017,17081,3477,1099,36,0.03386641580432737
2017,17083,1712,519,10,0.019646365422396856
2017,17085,3201,947,12,0.012834224598930482
2017,17087,1934,653,95,0.17025089605734767
2017,17089,2069,605,15,0.025423728813559324
